"score","city","title","review"
"3","Fort Drum","Celica 2002 GTS"," no body kit"
"3","La Vergne","Siberian Chipmunks","Basic Informative book on keeping siberian chipmunks as pets. My used copy was in great condition.Chipmunks"
"4","Morris","attention all TY collectors!!!!!","one of the best toys. low education"
"4","Van Wert","fantastic!","I love the Cherry Poppin' Daddies...they're the best! Their songs are wonderful and they're sung beautifully."
"2","Elkhorn","Unable to return miss labled Stearns Rearm Kit","We have five SoSpenders inflatable PFDs model number 38APRO and ordered five rearming kits#0944 which state on the package that they fit the SoSpenders 38APRO PFD. The water sensitive bobbin in the kits does not fit the PFD and when we attempted to return the kits in the original packages to Amazon they would not accept them saying that they can not accept shipping of items that have gas in them. It is strange that they can ship to us items that have gas in it but we can not ship the same product in the original unopened package back to them. Now we are stuck with $120.00 worth of rearm kits that are of no use to us. Our recomendation is DO NOT USE AMAZON as they are a company that does not admit it has a miss labled or improperly packaged product."
"4","Ankeny","Algebra: Structure and Method Book 1 (California Edition)","No marks that I have found yet. All pages seem to be there. Cover is good. In fact"
"3","Ashtabula","I'm happy my order was canceled","After reading several reviews"
"3","Little Rock","GREAT MOVIE","I'm not sure why people have been giving this movie such low ratings. I highly recommend the DVD version. The artistic effects were absolutely brilliant! Although the story tends to drag on at times and the acting could have been better"
"2","San Diego Country Estates","Not True to History or Joan of Arc","Save your time and money - avoid this movie.I have studied the life of Joan of Arc and was extremely disappointed by this movie. The Messenger portrays Joan as a mental case who was unsure of herself and full of doubts. The record is clear that the real Joan was confident in her faith and in her voices.Also the movie has many scenes of graphic violence that are purely gratuitous and unnecessary. Yes war is violent but to include scenes of a head exploded by a giant wreaking ball adds nothing.I do not recommend this movie to anyone who is serious about learning about Joan of Arc.Get the 1948 Ingrid Bergman movie - it is much closer to the true story.For the best version of the real story"
"2","Hernando","Miscast","This movie was 100% perfect"
"3","Montgomery","well.....it was okay","i ran into blockbuster excited to watch this movie. i am a big fan of joan and i like many others had big expectations for the movie. this movie was done the wrong way in many ways possible. who made the idea to have joan of arc the savior of the republic of france"
"4","Johnston","Very historical","This movie combines aspects from the true story of Joan of Ark into a fighting fest and I love it. The battle scenes are nice and gore with blood coming from every part of those peoples bodys. But"
"2","Marshall","The Messenger: The Story of Joan of Arc","Well as a student of History"
"1","Miami Beach","Great music"," Bad recording"
"4","Oak Harbor","Fantastic Book","A wonderfully written book. A superb plot. Great characters. Interesting setting. A classic. A must read. One of my 10 favorite works of fiction. Maybe even better than Shogun!"
"3","Clarkstown","Never got the book and it's been a month...","I ordered this book for a friend's son's birthday. I have tried to find out why they haven't gotten it and they say it is still in transit... I can't get a straight answer from anybody."
"3","Lower Providence","My kids love to read this over and over","I have 3 boys"
"2","West Manheim","not as good as i was hoping","when i considered buying this for my car and started looking at the reviews i knew it was going to be a toss up wether it was going to be a quality product or not"
"5","Visalia","Mac cover","I bought this for my buddy. He had looked at one"
"4","Roselle","Gripping account of long-lasting effects of killing spree.","Author Greg Kelly was 10 years old growing up in Rockford"
"5","Riverton","The kids loved it!","Stuart Little is one of those nice films that you can drag out on a rainy winters' day"
"3","Storm Lake","Charlotte's Web is better! OH MY SWEET TEMPLETON!","CHARLOTTE'S WEB IS BETTER BECAUSE THE MOVIE HAD TEMPLETON IN IT. (TEMPLETON IS MY BOYFRIEND)! SO.. I WANT EVERYONE TO KNOW: RATS ARE BETTER THAN MICE! STUART LITTLE IS FOR PEOPLE WHO DON'T FALL IN LOVE WITH THE RAT ON CHARLOTTE'S WEB! IF YOU THINK MY REVIEW IS HELPFUL"
"5","West Carson","Adoption message","This is a fun"
"4","Anacortes","A Sure-Favorite At the Day Care!!","This is one of the Most Requested movies at our Day Care Center and certainly one of my personal favorites!! Everybody in the movie is wonderful....Mr. and Mrs. Little (Geena Davis is really great!!)"
"2","St. Stephens","suartlittle","they don't talk about funny stuffsthey don't pretend to be dead.They don't go fast with a car.Can't put them to a jail.Can't have a hot rideCan't go full blast with a car"
"2","Lake Jackson","not necessarily for kids","My two young children enjoyed watching this movie"
"2","Jensen Beach","Too bad no one read the book","This movie called Stuart Little because its title character is a mouse"
"3","Gardner","A somewhat entertaining historical account","Given my odd sense of humor"
"1","Alexandria","George b","I see this highly rated and don't understand how that can be"
"2","Oil City","Not very good","I'm not a huge fan of Medieval literature"
"4","Franklin Farm","good","I am very satisfied with the product"
"3","Lebanon","dated...","'Cheap and cheerful' is how I'd describe this book. Which means there are better"
"2","Pittsburgh","okay"," but derivative"
"1","Egypt Lake-Leto","Complete Waste of time / Film","The premise seemed alluring... saving the world in secret by use of time travel to the future... But nothing makes much sense in this movie. all of The charactors can't think past their nose. What drives them on? oh yeah their unknown B actors getting paid to play in a truly pathectic Sci-Fi... Like most reviewers I tend not to write about somthing that really just sucks"
"3","Woodmere","Everything is better with Jello!","Good to hear that there is someone out there that's popular in the clubs......but maintains a message and logic. Unfortuanatly I'm sure most of the fans don't have a clue as to what half there songs are about. Not unlike Dead Prez"
"2","East Palo Alto","Bad Book!!!","This book was bad..... in organization"
"3","Mount Vernon","Remember children"," it's only the concepts."
"1","Fort Stewart","barely useful","Flimsy construction"
